date,Power_kW,LR_pred
2019-01-24 22:00:00,115.932,100.46306623919746
2019-01-24 23:00:00,108.276,94.83055649059159
2019-01-25 00:00:00,109.38,107.66463397617083
2019-01-25 01:00:00,102.492,107.47907861523083
2019-01-25 02:00:00,103.895,100.94315748706364
2019-01-25 03:00:00,107.713,100.96246658705522
2019-01-25 04:00:00,104.895,102.79563076812308
2019-01-25 05:00:00,106.214,99.53756629825017
2019-01-25 06:00:00,114.149,99.43215529864239
2019-01-25 07:00:00,152.977,152.30034028017104
2019-01-25 08:00:00,192.859,182.5512428951293
2019-01-25 09:00:00,212.788,213.3523468243153
2019-01-25 10:00:00,244.095,228.70344725074125
2019-01-25 11:00:00,317.573,253.72484642317156
2019-01-25 12:00:00,286.17,311.03112294784245
2019-01-25 13:00:00,248.047,285.9460108118663
2019-01-25 14:00:00,285.683,254.71236269687137
2019-01-25 15:00:00,271.017,259.9424256706989
2019-01-25 16:00:00,258.877,247.34569627062427
2019-01-25 17:00:00,230.061,236.7859921048651
